run,run_id,seed,before,after,delta,duration,I_q,I_cl,theta_classical,delta_sector_threshold,method_q_total_before,method_q_total_after,method_cl_total_before,method_cl_total_after,delta_R,stochastic_scale,risk_trajectory_q,risk_trajectory_cl,before_vec_q,after_vec_q,delta_vec_q,before_vec_cl,after_vec_cl,delta_vec_cl
222,222,7227321388228481571,0.0,0.4582183908045977,0.4582183908045977,23,1,1,0.3,0.1,0.0,0.4582183908045977,0.0,0.7,0.4582183908045977,0.3,"[{""energy"": 0.6839080459770115, ""water"": 0.2735632183908046, ""transport"": 0.34195402298850575}, {""energy"": 0.6839080459770115, ""water"": 0.2735632183908046, ""transport"": 0.34195402298850575}, {""energy"": 0.6839080459770115, ""water"": 0.2735632183908046, ""transport"": 0.34195402298850575}]","[{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.6839080459770115, ""water"": 0.2735632183908046, ""transport"": 0.34195402298850575}","{""energy"": 0.6839080459770115, ""water"": 0.2735632183908046, ""transport"": 0.34195402298850575}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}"
223,223,9612154074090018714,0.0,0.5351006711409396,0.5351006711409396,24,1,1,0.3,0.1,0.0,0.5351006711409396,0.0,0.7,0.5351006711409396,0.3,"[{""energy"": 0.7986577181208053, ""water"": 0.3194630872483222, ""transport"": 0.39932885906040266}, {""energy"": 0.7986577181208053, ""water"": 0.3194630872483222, ""transport"": 0.39932885906040266}, {""energy"": 0.7986577181208053, ""water"": 0.3194630872483222, ""transport"": 0.39932885906040266}]","[{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.7986577181208053, ""water"": 0.3194630872483222, ""transport"": 0.39932885906040266}","{""energy"": 0.7986577181208053, ""water"": 0.3194630872483222, ""transport"": 0.39932885906040266}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}"
224,224,1676166090216503674,0.0,0.67,0.67,26,1,1,0.3,0.1,0.0,0.67,0.0,0.7,0.67,0.3,"[{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}]","[{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}","{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}"
225,225,16629678954794203834,0.0,0.67,0.67,23,1,1,0.3,0.1,0.0,0.67,0.0,0.7,0.67,0.3,"[{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}]","[{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}","{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}"
226,226,13325735196256213746,0.0,0.67,0.67,26,1,1,0.3,0.1,0.0,0.67,0.0,0.7,0.67,0.3,"[{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}]","[{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}","{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}"
227,227,1225380205933233269,0.0,0.67,0.67,28,1,1,0.3,0.1,0.0,0.67,0.0,0.7,0.67,0.3,"[{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}]","[{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}","{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}"
228,228,17595655515616532896,0.0,0.67,0.67,29,1,1,0.3,0.1,0.0,0.67,0.0,0.7,0.67,0.3,"[{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}]","[{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}","{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}"
229,229,11505474110245655473,0.0,0.32020080321285155,0.32020080321285155,7,1,0,0.3,0.1,0.0,0.32020080321285155,0.0,0.0,0.32020080321285155,0.3,"[{""energy"": 0.4779116465863456, ""water"": 0.19116465863453824, ""transport"": 0.2389558232931728}, {""energy"": 0.4779116465863456, ""water"": 0.19116465863453824, ""transport"": 0.2389558232931728}, {""energy"": 0.4779116465863456, ""water"": 0.19116465863453824, ""transport"": 0.2389558232931728}, {""energy"": 0.4779116465863456, ""water"": 0.19116465863453824, ""transport"": 0.2389558232931728}]","[{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.4779116465863456, ""water"": 0.19116465863453824, ""transport"": 0.2389558232931728}","{""energy"": 0.4779116465863456, ""water"": 0.19116465863453824, ""transport"": 0.2389558232931728}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}"
230,230,17137439283232466446,0.0,0.67,0.67,28,1,1,0.3,0.1,0.0,0.67,0.0,0.7,0.67,0.3,"[{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}]","[{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}","{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}"
231,231,12809321372551090133,0.0,0.25802588996763753,0.25802588996763753,8,1,0,0.3,0.1,0.0,0.25802588996763753,0.0,0.0,0.25802588996763753,0.3,"[{""energy"": 0.3851132686084142, ""water"": 0.1540453074433657, ""transport"": 0.1925566343042071}, {""energy"": 0.3851132686084142, ""water"": 0.1540453074433657, ""transport"": 0.1925566343042071}, {""energy"": 0.3851132686084142, ""water"": 0.1540453074433657, ""transport"": 0.1925566343042071}, {""energy"": 0.3851132686084142, ""water"": 0.1540453074433657, ""transport"": 0.1925566343042071}]","[{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.3851132686084142, ""water"": 0.1540453074433657, ""transport"": 0.1925566343042071}","{""energy"": 0.3851132686084142, ""water"": 0.1540453074433657, ""transport"": 0.1925566343042071}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}"
232,232,15918893334103327996,0.0,0.11917787742899849,0.11917787742899849,18,0,0,0.3,0.1,0.0,0.11917787742899849,0.0,0.0,0.11917787742899849,0.3,"[{""energy"": 0.1778774289985052, ""water"": 0.07115097159940208, ""transport"": 0.0889387144992526}, {""energy"": 0.1778774289985052, ""water"": 0.07115097159940208, ""transport"": 0.0889387144992526}, {""energy"": 0.1778774289985052, ""water"": 0.07115097159940208, ""transport"": 0.0889387144992526}, {""energy"": 0.1778774289985052, ""water"": 0.07115097159940208, ""transport"": 0.0889387144992526}]","[{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.1778774289985052, ""water"": 0.07115097159940208, ""transport"": 0.0889387144992526}","{""energy"": 0.1778774289985052, ""water"": 0.07115097159940208, ""transport"": 0.0889387144992526}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}"
233,233,17933966128252682397,0.0,0.4959421880717162,0.4959421880717162,17,1,1,0.3,0.1,0.0,0.4959421880717162,0.0,0.7,0.4959421880717162,0.3,"[{""energy"": 0.7402122210025615, ""water"": 0.2960848884010246, ""transport"": 0.3701061105012807}, {""energy"": 0.7402122210025615, ""water"": 0.2960848884010246, ""transport"": 0.3701061105012807}, {""energy"": 0.7402122210025615, ""water"": 0.2960848884010246, ""transport"": 0.3701061105012807}, {""energy"": 0.7402122210025615, ""water"": 0.2960848884010246, ""transport"": 0.3701061105012807}, {""energy"": 0.7402122210025615, ""water"": 0.2960848884010246, ""transport"": 0.3701061105012807}, {""energy"": 0.7402122210025615, ""water"": 0.2960848884010246, ""transport"": 0.3701061105012807}]","[{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.7402122210025615, ""water"": 0.2960848884010246, ""transport"": 0.3701061105012807}","{""energy"": 0.7402122210025615, ""water"": 0.2960848884010246, ""transport"": 0.3701061105012807}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}"
234,234,14040278811509248455,0.0,0.35290772897514505,0.35290772897514505,24,1,1,0.3,0.1,0.0,0.35290772897514505,0.0,0.7,0.35290772897514505,0.3,"[{""energy"": 0.5267279536942463, ""water"": 0.21069118147769852, ""transport"": 0.26336397684712315}, {""energy"": 0.5267279536942463, ""water"": 0.21069118147769852, ""transport"": 0.26336397684712315}, {""energy"": 0.5267279536942463, ""water"": 0.21069118147769852, ""transport"": 0.26336397684712315}]","[{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.5267279536942463, ""water"": 0.21069118147769852, ""transport"": 0.26336397684712315}","{""energy"": 0.5267279536942463, ""water"": 0.21069118147769852, ""transport"": 0.26336397684712315}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}"
235,235,17118273049375216348,0.0,0.67,0.67,26,1,1,0.3,0.1,0.0,0.67,0.0,0.7,0.67,0.3,"[{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}]","[{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}","{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}"
236,236,7940329177052537044,0.0,0.67,0.67,25,1,1,0.3,0.1,0.0,0.67,0.0,0.7,0.67,0.3,"[{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}]","[{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}","{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}"
237,237,8803133943015175581,0.0,0.32020080321285155,0.32020080321285155,17,1,0,0.3,0.1,0.0,0.32020080321285155,0.0,0.0,0.32020080321285155,0.3,"[{""energy"": 0.4779116465863456, ""water"": 0.19116465863453824, ""transport"": 0.2389558232931728}, {""energy"": 0.4779116465863456, ""water"": 0.19116465863453824, ""transport"": 0.2389558232931728}, {""energy"": 0.4779116465863456, ""water"": 0.19116465863453824, ""transport"": 0.2389558232931728}, {""energy"": 0.4779116465863456, ""water"": 0.19116465863453824, ""transport"": 0.2389558232931728}]","[{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.4779116465863456, ""water"": 0.19116465863453824, ""transport"": 0.2389558232931728}","{""energy"": 0.4779116465863456, ""water"": 0.19116465863453824, ""transport"": 0.2389558232931728}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}"
238,238,18296598693810000148,0.0,0.67,0.67,29,1,1,0.3,0.1,0.0,0.67,0.0,0.7,0.67,0.3,"[{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}]","[{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}","{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}"
239,239,5788663147905292903,0.0,0.32020080321285155,0.32020080321285155,10,1,0,0.3,0.1,0.0,0.32020080321285155,0.0,0.0,0.32020080321285155,0.3,"[{""energy"": 0.4779116465863456, ""water"": 0.19116465863453824, ""transport"": 0.2389558232931728}, {""energy"": 0.4779116465863456, ""water"": 0.19116465863453824, ""transport"": 0.2389558232931728}, {""energy"": 0.4779116465863456, ""water"": 0.19116465863453824, ""transport"": 0.2389558232931728}, {""energy"": 0.4779116465863456, ""water"": 0.19116465863453824, ""transport"": 0.2389558232931728}]","[{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.4779116465863456, ""water"": 0.19116465863453824, ""transport"": 0.2389558232931728}","{""energy"": 0.4779116465863456, ""water"": 0.19116465863453824, ""transport"": 0.2389558232931728}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}"
240,240,14866953262428382717,0.0,0.38677061677061697,0.38677061677061697,7,1,1,0.3,0.1,0.0,0.38677061677061697,0.0,0.7,0.38677061677061697,0.3,"[{""energy"": 0.5772695772695775, ""water"": 0.230907830907831, ""transport"": 0.28863478863478875}, {""energy"": 0.5772695772695775, ""water"": 0.230907830907831, ""transport"": 0.28863478863478875}, {""energy"": 0.5772695772695775, ""water"": 0.230907830907831, ""transport"": 0.28863478863478875}, {""energy"": 0.5772695772695775, ""water"": 0.230907830907831, ""transport"": 0.28863478863478875}]","[{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.5772695772695775, ""water"": 0.230907830907831, ""transport"": 0.28863478863478875}","{""energy"": 0.5772695772695775, ""water"": 0.230907830907831, ""transport"": 0.28863478863478875}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}"
241,241,14294763334364186830,0.0,0.28859164198749576,0.28859164198749576,18,1,0,0.3,0.1,0.0,0.28859164198749576,0.0,0.0,0.28859164198749576,0.3,"[{""energy"": 0.43073379401118767, ""water"": 0.1722935176044751, ""transport"": 0.21536689700559383}, {""energy"": 0.43073379401118767, ""water"": 0.1722935176044751, ""transport"": 0.21536689700559383}, {""energy"": 0.43073379401118767, ""water"": 0.1722935176044751, ""transport"": 0.21536689700559383}]","[{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.43073379401118767, ""water"": 0.1722935176044751, ""transport"": 0.21536689700559383}","{""energy"": 0.43073379401118767, ""water"": 0.1722935176044751, ""transport"": 0.21536689700559383}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}"
242,242,11749440215109354915,0.0,0.67,0.67,29,1,1,0.3,0.1,0.0,0.67,0.0,0.7,0.67,0.3,"[{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}, {""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}]","[{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}, {""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}","{""energy"": 1.0, ""water"": 0.4, ""transport"": 0.5}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}","{""energy"": 1.0, ""water"": 0.0, ""transport"": 1.0}"
243,243,438052897244941416,0.0,0.14522768670309652,0.14522768670309652,10,1,0,0.3,0.1,0.0,0.14522768670309652,0.0,0.0,0.14522768670309652,0.3,"[{""energy"": 0.21675774134790526, ""water"": 0.08670309653916211, ""transport"": 0.10837887067395263}, {""energy"": 0.21675774134790526, ""water"": 0.08670309653916211, ""transport"": 0.10837887067395263}, {""energy"": 0.21675774134790526, ""water"": 0.08670309653916211, ""transport"": 0.10837887067395263}, {""energy"": 0.21675774134790526, ""water"": 0.08670309653916211, ""transport"": 0.10837887067395263}]","[{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.21675774134790526, ""water"": 0.08670309653916211, ""transport"": 0.10837887067395263}","{""energy"": 0.21675774134790526, ""water"": 0.08670309653916211, ""transport"": 0.10837887067395263}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}"
244,244,5741556933053972356,0.0,0.25802588996763753,0.25802588996763753,5,1,0,0.3,0.1,0.0,0.25802588996763753,0.0,0.0,0.25802588996763753,0.3,"[{""energy"": 0.3851132686084142, ""water"": 0.1540453074433657, ""transport"": 0.1925566343042071}, {""energy"": 0.3851132686084142, ""water"": 0.1540453074433657, ""transport"": 0.1925566343042071}, {""energy"": 0.3851132686084142, ""water"": 0.1540453074433657, ""transport"": 0.1925566343042071}, {""energy"": 0.3851132686084142, ""water"": 0.1540453074433657, ""transport"": 0.1925566343042071}, {""energy"": 0.3851132686084142, ""water"": 0.1540453074433657, ""transport"": 0.1925566343042071}, {""energy"": 0.3851132686084142, ""water"": 0.1540453074433657, ""transport"": 0.1925566343042071}]","[{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}, {""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}]","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.3851132686084142, ""water"": 0.1540453074433657, ""transport"": 0.1925566343042071}","{""energy"": 0.3851132686084142, ""water"": 0.1540453074433657, ""transport"": 0.1925566343042071}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}","{""energy"": 0.0, ""water"": 0.0, ""transport"": 0.0}"
